StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std,Complexity
VOIZNVUXCQLQHS-UHFFFAOYSA-N,OC(=O)c1cccc(Br)c1,Train,-1.1290028029999999,201.019,155.0,104.434,-2991.9688969999997,-2991.9725670000003,-0.00367061,-2991.897669,-2991.901504,-0.0038350000000000003,-2957.0748670000003,-2957.0855149999998,-0.01064812,-2956.989382,-2956.999976,-0.010594,0.6409999999999999,0.7568,-0.26303000000000004,-0.07593,0.10439000000000001,0.10412,321.1393433,-1.3413700000000002,-0.33286,-0.72172,0.8083600000000001,-1.27217,15,13890.5,17440.5,27921.5,0.414414414,0.502673797,0.795826103,5,50.49636019,-50.46376026,100.96012040000001,1792,0.02980875,0.005382594,404.87410041604585
VOXZDWNPVJITMN-ZBRFXRBCSA-N,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,Test,-2.760288511,272.387,179.0,202.66099999999997,-850.8468843,-850.8518244999999,-0.004940176,-850.5024199999999,-850.507499,-0.005079,-835.072348,-835.08926,-0.016911954,-834.653941,-834.6705860000001,-0.016645,1.6761,1.8829,-0.21871999999999997,-0.014480000000000002,0.16584000000000002,0.05981,488.88046260000004,-1.50345,-4.81768,-0.78499,0.51074,-1.50345,44,20738.5,32533.5,44849.5,0.44662249299999995,0.565995151,0.779569892,5,-16.04531857,-109.373997,93.32867840000002,2370,-0.030113891,0.008310135,1451.4257327470716
VQDJODAWOFNASI-UHFFFAOYSA-N,CCCC(C(O)=O)C(O)=O,Test,-2.506270568,146.143,94.0,139.243,-535.6105991999999,-535.6164838000001,-0.005884668000000001,-535.4865120000001,-535.492651,-0.006139,-525.6267527,-525.6365449,-0.009792201,-525.4719809999999,-525.481772,-0.009791,2.2965,2.6923,-0.29888000000000003,-0.02847,0.15185,0.13997,335.8164368,-2.6516599999999997,-0.40454,-0.71905,0.8372799999999999,-2.6516599999999997,20,17079.0,21682.5,26001.5,0.57852804,0.714985255,0.869110457,5,1.920369059,-114.42984890000001,116.350218,1801,0.039334647,0.019740494,385.0422219619322
VRFDFWYTHFTWQA-UHFFFAOYSA-N,OC(C(N=[N+]=[N-])c1ccccc1)C(O)=O,Train,-0.5204866770000001,207.18900000000002,122.0,153.599,-738.2649703,-738.2709808,-0.006010498,-738.128534,-738.134583,-0.0060490000000000006,-724.4780557,-724.4851311000001,-0.0070754519999999994,-724.311086,-724.318357,-0.007271,0.769,0.8678,-0.26164,-0.05101,0.12930999999999998,0.10273,403.2568359,-2.0834599999999996,-0.5313,-0.75689,0.80508,-2.27739,24,20048.5,28432.0,30161.5,0.608713914,0.834708322,0.8918033609999999,6,55.45191379,-107.47360159999998,162.92551530000003,4055,0.028740121,0.008119,711.7045499286521
VUDZRNXTJQCBKO-UHFFFAOYSA-N,NC(=O)C(Br)(Br)Cc1ccccc1,Train,-1.009995901,306.985,138.0,142.322,-5621.84312,-5621.848074,-0.00495423,-5621.721692,-5621.726418,-0.004726,-5558.766179,-5558.77911,-0.01293096,-5558.617102,-5558.630131,-0.013028999999999999,2.2533,2.7462,-0.25619000000000003,-0.06355,0.11677,0.09727999999999999,392.59396360000005,-0.63162,-1.34279,-0.8426,0.6502100000000001,-1.35776,22,18719.5,25958.5,32232.5,0.548951846,0.595128757,0.9155497140000001,9,6.793036787,-105.23944099999999,112.0324778,1765,-0.041619151,0.012583983,604.9985504513128
VUGBXRWVNRCWIQ-UHFFFAOYSA-N,COc1ccccc1N=Nc2ccc(O)cc2,Train,-1.374513995,228.25,146.0,165.688,-762.5286357000001,-762.534102,-0.005466299,-762.344212,-762.3501769999999,-0.005965,-748.3314387,-748.3442219,-0.012783198,-748.109971,-748.123228,-0.013257,2.8496,3.181,-0.21352,-0.08334,0.09698,0.05461,461.90820310000004,-1.22879,-1.5767200000000001,-0.7044600000000001,0.51508,-1.63705,29,16509.0,24651.5,43760.5,0.335483871,0.481132075,0.72104159,5,-24.39586475,-163.2015181,138.80565330000002,4799,-0.029065947999999998,0.009393376,975.9950685681888
VVHZACUTABVSIH-WUKNDPDISA-N,CC(=O)c1ccc(cc1)N=Nc2cc(Cl)ccc2O,Train,-1.088125655,274.707,136.0,210.245,-1260.2580169999999,-1260.263031,-0.00501408,-1260.082128,-1260.087682,-0.005554,-1239.737605,-1239.753738,-0.01613344,-1239.524524,-1239.5405230000001,-0.015999,3.2131,3.7823,-0.23968000000000003,-0.12194,0.058379999999999994,0.08077000000000001,496.13528439999993,-1.26921,-1.4766299999999999,-0.77695,0.56412,-1.68763,30,15364.5,27971.5,48021.0,0.297994269,0.528497409,0.541302968,7,95.8717977,-80.83758659,176.7093843,3621,0.035143095,0.010608156,1056.2640498774517
VYWYYJYRVSBHJQ-UHFFFAOYSA-N,OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,Train,-2.369076072,212.11900000000003,206.0,119.82600000000001,-829.8515969,-829.8588087,-0.00721177,-829.772866,-829.780205,-0.007339,-814.3722941000001,-814.3850941000001,-0.0128,-814.2737860000001,-814.286559,-0.012773,3.8008,4.2558,-0.32777,-0.13855,0.04177,0.16885999999999998,365.35000610000003,-2.79731,0.33991,-0.71302,0.80879,-1.7981200000000002,19,16631.0,17532.5,33934.0,0.37179487200000005,0.39639639600000004,0.916275996,4,152.3261798,-122.0761128,274.40229260000007,6947,0.039499394,0.015429711,562.7358495462315
VZCYOOQTPOCHFL-UPHRSURJSA-N,OC(=O)\C=C/C(O)=O,Train,-2.742015861,116.073,132.0,82.59299999999999,-455.74610139999993,-455.75272659999996,-0.0066252659999999994,-455.69743,-455.704183,-0.006753,-447.2436974,-447.25183039999996,-0.008133065,-447.180801,-447.191126,-0.010325,2.3623,2.7293,-0.29465,-0.08392999999999999,0.09639,0.13574,270.51654049999996,-2.6248099999999996,1.03121,-0.71215,0.79451,-2.6248099999999996,12,12703.5,16315.0,20068.0,0.651307995,0.7581232990000001,0.843779195,6,16.65781627,-132.0095904,148.6674067,3213,-0.041023542999999996,0.010970721000000001,211.2123594973901
WBYWAXJHAXSJNI-VOTSOKGWSA-N,OC(=O)\C=C\c1ccccc1,Train,-1.056790548,148.161,133.0,110.63600000000001,-498.24777130000007,-498.2522654,-0.00449407,-498.13468200000005,-498.139167,-0.004485,-488.9238905,-488.9341864,-0.010295917,-488.787029,-488.79735,-0.010320999999999999,2.7092,3.1203,-0.24921,-0.08309,0.09723,0.0903,343.8160095,-1.36469,-0.9094200000000001,-0.72358,0.77358,-1.36469,19,11567.0,20020.0,30924.0,0.328301905,0.543209877,0.595060126,4,38.92711143,-88.48411943,127.4112309,3530,0.027363151000000002,0.0038583309999999996,551.0677196845529
WDECIBYCCFPHNR-UHFFFAOYSA-N,c1ccc2c(c1)ccc3c4ccccc4ccc23,Train,-1.7695567859999999,228.293,254.0,183.37599999999998,-693.2040642999999,-693.2066504,-0.002586153,-693.001167,-693.003565,-0.002398,-680.278188,-680.2944455,-0.016257515,-680.037203,-680.053556,-0.016353,0.0,0.0,-0.2131,-0.058539999999999995,0.12178,0.054189999999999995,431.82437130000005,0.0,-2.92715,-0.24220999999999998,0.24791999999999997,0.0,30,14465.5,23972.5,43815.0,0.282467539,0.451282044,0.595216171,10,24.06446755,-56.19885315,80.26332070000001,1443,0.023942042,0.002841699,1343.7833317111513
WDZGGAFMGIOIQS-DHZHZOJOSA-N,[O-][N+](=O)c1ccc(/C=C/C(=O)c2ccccc2)cc1,Train,-1.251793355,253.257,163.0,172.287,-858.572034,-858.5785332999999,-0.006499268000000001,-858.3892099999999,-858.395842,-0.006631999999999999,-842.5207049,-842.5381506000001,-0.017445678,-842.3004970000001,-842.317682,-0.017185,5.1108,5.7169,-0.26781,-0.12539,0.05492999999999999,0.1089,483.60699460000006,-1.3748,-1.94956,-0.5896899999999999,0.5173800000000001,-0.88066,30,13628.0,27931.0,47569.0,0.24576271100000002,0.47311828,0.500127036,6,81.5345552,-161.16976699999998,242.7043222,5357,0.034222983,0.010041594000000001,1101.487872870865
WEFGJDSWBHPXOK-UHFFFAOYSA-N,COc1ccc(cc1)N=Nc2ccc(O)cc2,Train,-1.095760394,228.25,140.0,186.34900000000002,-762.5349099,-762.5400893999999,-0.005179592,-762.350822,-762.356637,-0.005815,-748.3352891,-748.3480258999999,-0.012736863000000001,-748.114459,-748.126527,-0.012068,0.8413,0.8821,-0.21183000000000002,-0.08133,0.09899,0.05292,465.1026306,-1.24129,-1.5638,-0.7046,0.51483,-1.66658,29,12897.5,28605.5,43865.5,0.287709497,0.45646178600000004,0.605522254,5,17.78741174,-129.293289,147.0807007,3568,-0.025322233,0.004982573,946.7450685681888
WIWBHSNVCVVVOB-UZYVYHOESA-N,CCCCc1ccc(cc1)\C(=N\Nc2ccc(C)cc2)C(O)=O,Train,-0.508019325,310.39599999999996,119.0,251.96,-997.2594343000001,-997.2644534,-0.005019168,-996.940067,-996.9452349999999,-0.005168,-978.6354804,-978.6540272,-0.018546861,-978.2440960000001,-978.2629699999999,-0.018874000000000002,2.8414,3.3465,-0.20545,-0.0762,0.10412,0.04654,622.3866577,-1.36657,-3.8872699999999996,-0.7542800000000001,0.76197,-1.92557,45,25206.0,38449.0,57664.0,0.36476822,0.572140187,0.621527906,6,-23.70619515,-134.5925253,110.88633020000002,2782,0.037857446,0.018717565,1501.2707932096923
WJFKNYWRSNBZNX-UHFFFAOYSA-N,N1c2ccccc2Sc3ccccc13,Train,-0.812316622,199.27599999999998,180.5,143.792,-915.6625951999999,-915.6660062999999,-0.003411133,-915.520647,-915.524085,-0.003438,-901.0145352,-901.0273185000001,-0.012783262,-900.84469,-900.8574710000001,-0.012781,2.1875,2.5802,-0.19453,-0.028939999999999997,0.15138,0.03562,382.32476810000003,0.0,-2.13694,-0.61121,0.42712,-0.2823,23,15009.0,21306.5,35381.5,0.42509259,0.644797745,0.650000035,7,32.67723089,-76.69816327,109.3753942,2816,0.034778913,0.014359518,797.575694808837
WLJVNTCWHIRURA-UHFFFAOYSA-N,OC(=O)CCCCCC(O)=O,Train,-2.963223993,160.17,105.0,121.024,-574.9324151000001,-574.9393198,-0.006904714,-574.782371,-574.789275,-0.006904,-564.2098616000001,-564.2215474999999,-0.01168587,-564.0199200000001,-564.031916,-0.011996,3.0733,3.5834,-0.29215,-0.00921,0.17110999999999998,0.13324,378.6755676,-2.70982,-0.8808600000000001,-0.72823,0.8227700000000001,-2.70982,23,11134.0,25642.5,30281.5,0.342105282,0.418300687,0.80620155,7,44.37227636,-136.9074315,181.2797078,4202,0.025625862000000003,0.00317618,443.8008729663364
WLWFNJKHKGIJNW-UHFFFAOYSA-N,CN1C(=O)CC(C1=O)c2ccccc2,Train,0.665550839,189.21400000000003,71.0,146.086,-631.0562642000001,-631.062544,-0.006279801999999999,-630.89594,-630.9021690000001,-0.006229,-619.2935867000001,-619.3070467,-0.013460032,-619.096156,-619.1097990000001,-0.013643,1.7534,1.9583,-0.25988,-0.03773,0.14259000000000002,0.10097,394.7594299,-1.2045,-1.1492200000000001,-0.60705,0.72628,-1.7106400000000002,25,18719.5,27902.5,29299.5,0.637354034,0.638796912,0.918168689,3,34.48562518,-147.8195619,182.3051871,6528,0.027926652000000003,0.006578001,773.1925628512347
WMRCTEPOPAZMMN-UHFFFAOYSA-N,CCCCCCCCCCCC(C(O)=O)C(O)=O,Test,-3.326703008,258.358,110.0,228.713,-850.1283741000001,-850.1343647,-0.005990596999999999,-849.794419,-849.8007560000001,-0.006337,-834.2653987000001,-834.2834707000001,-0.018072017,-833.8470480000001,-833.8651219999999,-0.018074,2.283,2.6756,-0.29743,-0.0281,0.15222,0.13852,590.8545532,-2.65196,-4.08767,-0.7191,0.8373799999999999,-2.65196,44,17461.5,45378.5,50561.5,0.303198192,0.41715842200000003,0.711774267,4,-2.58993651,-115.6432436,113.0533071,1753,-0.036383354,0.011265686,1086.5083524440004
WOIGZSBYKGQJGL-UHFFFAOYSA-N,C=CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,Train,-2.126571704,244.25,158.0,162.97299999999998,-837.8441433999999,-837.851538,-0.007394639000000001,-837.6543730000001,-837.662037,-0.007664,-822.2028813999999,-822.218301,-0.015419581000000002,-821.972392,-821.9878769999999,-0.015484999999999999,1.3766,1.3898,-0.2668,-0.06599,0.11433,0.10789000000000001,439.7952271000001,-1.79105,-0.27751,-0.68377,0.83129,-3.15266,30,25107.5,26991.0,35106.5,0.738541902,0.818421264,0.890132076,5,56.59321047,-143.5324708,200.1256813,6297,0.031691007,0.013110978,966.1026281455983
WPYMKLBDIGXBTP-UHFFFAOYSA-N,OC(=O)c1ccccc1,Train,-0.12610793,122.12299999999999,121.0,95.001,-420.84192879999995,-420.84555760000006,-0.003628783,-420.758313,-420.76212699999996,-0.003814,-412.9805139,-412.988953,-0.008439061999999999,-412.880177,-412.88870299999996,-0.008526,2.1752,2.5155,-0.27195,-0.06508,0.11524000000000001,0.11304000000000002,289.0411377,-1.35218,-0.4614,-0.72492,0.80706,-1.35218,15,11203.5,15523.0,24941.5,0.41037735799999997,0.550632911,0.7332983059999999,5,26.40787869,-66.66504548,93.07292417,2216,0.026428403,0.003538496,400.9739658861557
WQGWDDDVZFFDIG-UHFFFAOYSA-N,Oc1cccc(O)c1O,Train,-2.237086256,126.11200000000001,132.0,86.726,-457.92168399999997,-457.92679789999994,-0.005113935,-457.840263,-457.84539900000004,-0.005136,-449.4076423,-449.4164414,-0.008799059,-449.31152199999997,-449.320409,-0.008887,1.9888,2.3182,-0.22821,-0.03182,0.1485,0.0693,282.8743591,-2.1947900000000002,-0.13004000000000002,-0.77065,0.5243,-2.1947900000000002,15,13553.5,14174.5,23714.0,0.49283803200000004,0.522222226,0.9677050070000001,7,46.86399461,-72.85122661,119.7152212,2105,0.055672375999999996,0.022034861,350.6153606097086
WQWMWDWQMVRGRP-UHFFFAOYSA-N,Cc1cc(C)c(CC(C)(C)C(=O)NO)c(C)c1,Train,-1.6575917480000002,235.326,162.5,187.86599999999999,-751.3298009,-751.3345218999999,-0.00472098,-751.0486099999999,-751.053438,-0.004828,-737.2950827000001,-737.3074797999999,-0.012397176000000001,-736.949151,-736.961733,-0.012582,3.3803,3.786,-0.2358,-0.01886,0.16146,0.07689,463.52816770000004,-1.27691,-4.0215,-0.69806,0.66193,-1.61914,38,22594.5,30129.0,40633.0,0.477811669,0.682196053,0.70875119,8,-7.5613559310000005,-102.3016502,94.74029423,2249,0.035675362,0.015183583999999998,1017.3253649416238
WSEJSEYNXSBBRS-UHFFFAOYSA-N,CCCCCCCC=NNC(N)=O,Test,-0.23841898,185.269,100.0,132.819,-593.9079283,-593.9141829,-0.006254541,-593.670982,-593.677449,-0.0064670000000000005,-582.7634492999999,-582.7767275,-0.013278163999999999,-582.4681870000001,-582.481439,-0.013252000000000002,4.6523,5.2947,-0.24448000000000003,-0.028489999999999998,0.15183,0.08557000000000001,474.052887,-0.69798,-2.65931,-0.89054,0.79164,-2.36738,32,14727.5,34921.5,37434.5,0.361406515,0.40286686299999996,0.872941106,5,17.33431524,-127.3001659,144.63448119999998,2954,0.032650303,0.01105084,738.8157322130731
WTYGAUXICFETTC-UHFFFAOYSA-N,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,Test,-1.9551091280000001,236.271,170.0,172.981,-802.1646784,-802.1715604,-0.006882045,-801.933213,-801.940342,-0.007129000000000001,-787.2195634999999,-787.2355922999999,-0.016028855,-786.934695,-786.950373,-0.015678,1.5449,1.5814,-0.25604,-0.06229,0.11803,0.09713,434.1447449,-1.8016900000000002,-1.2432299999999998,-0.6991,0.8328700000000001,-3.16878,33,23171.0,29161.5,33389.0,0.7295732770000001,0.841771956,0.958794997,6,-25.76223244,-152.0671349,126.3049025,3269,0.03479137,0.016516953,942.2659206906993
WULPUQZASCZTPO-UHFFFAOYSA-N,O=C1CCCCCCCCCN1,Train,-1.076283953,169.267,162.0,132.70600000000002,-522.5067928000001,-522.5118428999999,-0.005050043,-522.2611730000001,-522.265967,-0.004794,-512.7382386,-512.7496321000001,-0.011393526000000001,-512.4363900000001,-512.447997,-0.011607,4.4071,5.0989,-0.24948,-0.0018899999999999998,0.17843,0.09057,375.51162719999996,-0.6823899999999999,-3.41145,-0.6823899999999999,0.6907300000000001,-1.34648,31,20339.5,22163.5,31463.5,0.559390154,0.6158191679999999,0.974037612,2,-23.934145,-123.47584599999999,99.54170099,3408,0.029208246,0.008532537,752.787452278681
WURBFLDFSFBTLW-UHFFFAOYSA-N,O=C(c1ccccc1)C(=O)c2ccccc2,Train,0.390657296,210.232,94.0,135.56799999999998,-689.9798166,-689.984332,-0.00451543,-689.82023,-689.82514,-0.00491,-677.0992838999999,-677.1138057999999,-0.014521913000000001,-676.91004,-676.9206469999999,-0.010607,3.5318,4.3586,-0.24944000000000002,-0.09414,0.08617999999999999,0.09053,426.4461975,-1.11094,-1.45244,-0.55547,0.50663,-1.11094,26,19121.5,28962.5,35670.0,0.48801636,0.539811469,0.880503145,2,2.907026398,-135.15328380000003,138.0603102,5063,0.027268478999999998,0.004123713,845.1586163860517
WWWHYESRWDHLIX-PEZBUJJGSA-N,[O-][N+](c1ccccc1)=C(C#N)c2ccccc2,Train,-0.49864483600000004,222.24599999999998,44.0,187.157,-724.1762238,-724.1812332000001,-0.005009384,-724.0119,-724.017168,-0.005268,-710.6379662,-710.6514365,-0.013470311,-710.440273,-710.453848,-0.013575,0.9775,0.9375,-0.23754,-0.09919,0.08113,0.07862999999999999,437.62854000000004,-0.48213999999999996,-1.9062400000000002,-0.48213999999999996,0.27914,-0.6856300000000001,27,17507.0,30112.5,37860.0,0.465798046,0.57061368,0.828433072,4,19.64405184,-126.35889159999999,146.00294350000001,3579,0.028843976,0.004312466,999.3196061099466
XCDXSSFOJZZGQC-UHFFFAOYSA-N,ClCCN(CCCl)c1ccc2ccccc2c1,Test,0.47465388399999997,268.186,55.0,202.702,-1517.6999560000002,-1517.7044039999998,-0.00444841,-1517.4847550000002,-1517.489623,-0.004868,-1495.3106699999998,-1495.330229,-0.01955894,-1495.050266,-1495.07068,-0.020413999999999998,0.9395,0.8971,-0.2057,-0.04997,0.13035,0.04679,485.53720089999996,0.0,-3.09059,-0.48367,0.2645,-0.68337,32,22150.0,27630.5,43888.0,0.435349304,0.5378906210000001,0.866739921,7,177.4802583,-30.34007982,207.82033810000001,6756,0.030015938,0.006897660999999999,1063.1796889454683
XDOBGTROEORTFM-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(=NC(=O)c2ccccc2)c3ccc(cc3)N(C)C,Train,-1.603796042,371.48199999999997,179.0,320.894,-1169.1195480000001,-1169.127552,-0.00800423,-1168.738918,-1168.747033,-0.008115,-1147.2601550000002,-1147.281082,-0.02092705,-1146.800764,-1146.823437,-0.022673,6.0507,7.2856,-0.19952999999999999,-0.057879999999999994,0.12244000000000001,0.040619999999999996,690.0064697,-0.62521,-3.9826900000000003,-0.62521,0.66793,-2.11043,53,35163.5,40604.5,60533.0,0.49317351600000003,0.529824147,0.915763221,4,-143.3774425,-349.772244,206.3948015,8234,-0.041257627000000005,0.020624837,1824.467416997494
XECWCIGULVRDKS-UHFFFAOYSA-N,OC(C=CC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,Train,-3.3984792039999996,392.49699999999996,195.5,319.297,-1231.885037,-1231.890633,-0.00559588,-1231.502867,-1231.5082029999999,-0.005336,-1208.887074,-1208.9112539999999,-0.02418004,-1208.430609,-1208.4553640000001,-0.024755000000000003,2.313,2.6153,-0.23581999999999997,-0.02717,0.15315,0.07691,690.7070923,-1.53102,-4.9827699999999995,-0.76551,0.50945,-1.53102,54,34475.0,37759.0,57365.0,0.504601105,0.630909394,0.797507788,5,-35.52417333,-166.3559192,130.83174590000002,5610,-0.029405171,0.0060464609999999995,1887.577965009564
XHKBEIYZVFBVAM-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)NO,Train,-1.15490196,243.39,94.0,238.815,-756.1438422,-756.1526547,-0.008812526,-755.7795570000001,-755.788155,-0.008598,-742.0181492,-742.0372771000001,-0.019127903,-741.564465,-741.583157,-0.018692,5.4722,6.2462,-0.24389,-0.02482,0.1555,0.08498,606.3518066,-1.21804,-5.662730000000001,-0.68672,0.65128,-1.58493,46,31342.0,37355.0,49504.0,0.256790124,0.272111914,0.304347826,2,-8.698893455,-176.56961850000002,167.870725,3160,0.053123647,0.028329583999999998,1133.2496220869546
XJCVRTZCHMZPBD-UHFFFAOYSA-N,Nc1cccc(c1)[N+]([O-])=O,Train,-0.807836975,138.126,112.0,101.965,-492.12838899999997,-492.1340324,-0.0056434480000000006,-492.042165,-492.047878,-0.005713,-482.91067369999996,-482.91982069999995,-0.00914699,-482.80843899999996,-482.817584,-0.009145,5.9904,6.8037,-0.23785,-0.10128,0.07904,0.07894,303.2799683,-0.79323,-0.7490399999999999,-0.85495,0.49805,-1.1501299999999999,16,12879.0,15625.0,26500.0,0.419047619,0.488764045,0.9089649809999999,3,46.66694558,-132.02993759999998,178.6968832,4215,0.042395465,0.016851295,463.0673618550158
XJHDMGJURBVLLE-BOCCBSBMSA-N,C[C@H]1[C@@H]2CC[C@@]3(C)C=CC(=O)C(=C3[C@H]2OC1=O)C,Train,-0.7304691959999999,246.30599999999998,171.0,208.229,-808.1290962999999,-808.1369767000001,-0.007880338,-807.869261,-807.876101,-0.006840000000000001,-793.1256412,-793.1402868,-0.014645637,-792.80457,-792.820824,-0.016253999999999998,7.6612,9.0091,-0.2546,-0.07447999999999999,0.10584,0.09569,448.4694214,-1.7288599999999998,-2.83969,-0.71185,0.8367600000000001,-1.7288599999999998,36,23282.0,28218.0,38203.5,0.558497853,0.757799818,0.766833867,3,125.30467390000001,-203.5417435,328.84641739999995,9543,0.034459437999999995,0.008067603000000001,1139.8516292887084
XJKSTNDFUHDPQJ-UHFFFAOYSA-N,c1ccc(cc1)c2ccc(cc2)c3ccccc3,Train,-1.244122266,230.30900000000003,190.5,193.365,-694.387825,-694.3903947000001,-0.002569703,-694.16699,-694.169637,-0.002647,-681.402199,-681.4187544,-0.016555429,-681.1391639999999,-681.155644,-0.01648,0.0,0.0,-0.22296999999999997,-0.04925,0.13107,0.06406,478.749054,0.0,-3.4504300000000003,-0.24566,0.24705,0.0,32,16202.0,34822.0,42557.0,0.352272745,0.44318181799999995,0.7958075040000001,16,-4.48237369,-55.46402028,50.98164659,521,-0.022426794,0.001217561,1122.9800113868355
XLAJFSRYFUHAPW-UHFFFAOYSA-N,[O-][N+](=O)c1cc(c(c(c1)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,Train,-1.109455147,258.10400000000004,126.0,149.834,-1050.242265,-1050.2509189999998,-0.00865394,-1050.175972,-1050.185969,-0.009997,-1030.636467,-1030.6515470000002,-0.01507983,-1030.5538589999999,-1030.569458,-0.015599000000000002,2.5779,3.2110000000000003,-0.34342,-0.16721,0.01311,0.18450999999999998,386.07705689999995,-2.72753,0.07867,-0.35549000000000003,0.5039,-0.7237899999999999,20,19888.5,19910.0,34427.0,0.527952282,0.549107143,0.919845178,5,244.65547149999998,-76.18811872,320.8435903,6222,0.05156599,0.015053835,632.4163230179005
XMTQQYYKAHVGBJ-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,Train,-2.4998752509999997,233.097,157.0,157.078,-1454.135209,-1454.140577,-0.00536793,-1453.997163,-1454.003032,-0.005869,-1432.9302910000001,-1432.946066,-0.01577467,-1432.759246,-1432.777035,-0.017789,5.8408,6.7138,-0.22973000000000002,-0.03411,0.14620999999999998,0.07082000000000001,420.8040771000001,-0.6949,-0.8810600000000001,-0.6949,0.82709,-1.82308,24,14410.5,24561.0,37818.5,0.373450017,0.580960555,0.60814448,4,105.9169966,-115.71314620000001,221.63014280000004,5409,0.040533375,0.013539405,630.7584801712795
XPTKCHZHKMVCSX-WUKNDPDISA-N,CCc1c(N=Nc2ccccc2O)c(O)cc(C)c1c3ccccc3,Train,0.47714113399999997,240.305,95.0,288.497,-1072.2460640000002,-1072.2499890000001,-0.00392481,-1071.934039,-1071.938347,-0.004308,-1052.256947,-1052.275881,-0.01893318,-1051.881694,-1051.900255,-0.018561,2.8116,3.1454,-0.22145,-0.09988999999999999,0.08043,0.06254,588.7528687000001,-1.40215,-3.64376,-0.70438,0.51583,-1.88251,45,24286.5,40249.0,52513.5,0.43670388600000004,0.591439128,0.734883721,7,41.31827151,-58.59278116,99.91105266,1887,0.023222346,0.001987117,1701.253420426743
XRHGYUZYPHTUJZ-UHFFFAOYSA-N,OC(=O)c1ccc(Cl)cc1,Train,-2.4704299080000003,156.569,240.0,107.594,-880.4373883999999,-880.4410272,-0.0036388059999999996,-880.365635,-880.369437,-0.0038020000000000003,-866.9834738,-866.9936073999999,-0.010133652,-866.8957230000001,-866.9059279999999,-0.010205,1.3933,1.6197,-0.27032,-0.07416,0.10615999999999999,0.11141,313.0378418,-1.34707,-0.26950999999999997,-0.7236100000000001,0.8063600000000001,-1.33641,15,11223.0,18096.5,27376.0,0.375527426,0.560509554,0.659601058,4,39.68069171,-54.41043352,94.09112523,1353,-0.040214659,0.009170556,404.87410041604585
XRTGYBHBFOYLOB-UHFFFAOYSA-N,OC(CCC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,Train,-3.109489168,394.51300000000003,106.0,333.527,-1233.117182,-1233.1224300000001,-0.0052477,-1232.711351,-1232.7165699999998,-0.005219,-1210.108193,-1210.132084,-0.02389032,-1209.622007,-1209.646105,-0.024097999999999998,0.0542,0.0349,-0.24161,-0.0249,0.15542,0.0827,679.0159912,-1.5552,-5.45686,-0.7776,0.50864,-1.5552,56,39083.0,43848.5,55737.5,0.595007435,0.741512167,0.7559373220000001,20,-31.71203795,-105.31203959999999,73.60000164,1240,-0.024828608,0.002682082,1905.3918272625526
XRXMNWGCKISMOH-UHFFFAOYSA-N,OC(=O)c1ccccc1Br,Train,-1.265213368,201.019,148.0,86.13600000000001,-2991.960605,-2991.9645760000003,-0.00397023,-2991.889012,-2991.893273,-0.004261,-2957.069634,-2957.08002,-0.0103853,-2956.9835239999998,-2956.993884,-0.01036,3.2593,3.844,-0.25935,-0.07349,0.10683,0.10044,314.6355896,-1.33479,-0.35408,-0.72963,0.80557,-1.2268,15,15020.0,15650.5,27597.5,0.447680299,0.474489796,0.9573137429999999,3,27.46637462,-90.01490954,117.48128419999999,2621,0.030440559,0.005453906999999999,404.87410041604585
XSFBJOCBRNOCCE-VYDXJSESSA-N,CC1(C)C2CC[C@@]1(C)C(C2)N=Cc3ccccc3,Train,-1.080538556,241.37599999999998,58.5,185.44799999999998,-716.4238019999999,-716.4253269,-0.001524821,-716.104075,-716.105848,-0.001773,-703.0735589,-703.087928,-0.014369122,-702.683028,-702.697411,-0.014383000000000002,1.0956,1.2874,-0.24365,-0.05445,0.12587,0.08474,487.1863098,0.0,-5.06921,-0.67925,0.2589,-0.44421000000000005,41,22133.5,32875.0,41143.0,0.560514037,0.5699782879999999,0.961907563,5,10.25436435,-27.52501542,37.77937977,1434,0.023498066,0.002232897,1288.3301300249002
