StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,Volume,HOMO,LsoluHsolv,LUMO,LsolvHsolu,N_atoms,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,1_2_amine,3_ring,4_ring,5_ring,6_ring,7_ring,8_ring,acidic_hydroxyl,alcohol,aldehyde,alkene,alkyne,amide,aromatic,azo,Br,carbonyl,carboxyl,Cl,C_aromatic,ester,ether_ester,F,halide,heterocyclic,H_bond_acceptor,H_bond_donor,I,ketone,nitrile,nitro,N_aromatic,O_aromatic,P,ring,S,sulfonamide,S_aromatic,thioamide,thiol,unfused_benzene
AIKKULXCBHRFOS-UHFFFAOYSA-N,2-dimethoxyphosphinothioylsulfanyl-N-formyl-N-methylacetamide,S=P(SCC(=O)N(C=O)C)(OC)OC,NA,-2,K,NA,257.2589,25.5,-0.381819661,-0.404078584,-0.022258922,-0.260731,-0.283224,-0.022493,2.5551,2.7461,230.445,-0.34313,0.29715,-0.02212,0.36805,26,452.2151489,-2.218477,0.127119,-0.81801,1.433406,-2.242883,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
AIVXUNRQBRKFJO-UHFFFAOYSA-N,"7-oxo-5,6-dihydrothieno[3,2-b]thiopyran-2-sulfonamide",S(=O)(=O)(N)c1sc2C(=O)CCSc2c1,NA,-3.494,J,NA,249.3172,213.5,-0.128331782,-0.153156513,-0.024824731,-0.041702,-0.068543,-0.026841,5.083,6.9107,183.31,-0.32749,0.25475,-0.06452,0.35241,21,402.1574097,-2.53097,-1.202499,-0.999417,2.611413,-0.328713,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0
AKUJBENLRBOFTD-UHFFFAOYSA-N,"[2-(9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl)-2-oxoethyl] acetate",FC12C3(C)C(=CC(=O)C=C3)CCC1C1C(C)(C(O)(C(=O)COC(=O)C)C(C)C1)CC2O,NA,-4.9,I,NA,434.5037,247.5,-0.492938624,-0.517320544,-0.024381919,-0.078468,-0.105471,-0.027003,6.1352,9.049,436.429,-0.36517,0.29858,-0.02069,0.39009,62,632.6347046,-3.274813,-2.233903,-0.603458,0.704177,-3.493154,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AMEKQAFGQBKLKX-UHFFFAOYSA-N,"6-methyl-4,4-dioxo-N-phenyl-2,3-dihydro-1,4-oxathiine-5-carboxamide",O=C(Nc1ccccc1)C1=C(OCCS1(=O)=O)C,NA,-2.43,K,NA,267.299,120,-0.229299901,-0.257823255,-0.028523355,-0.053353,-0.08502,-0.031667,6.9137,10.7679,224.166,-0.3175,0.29672,-0.02255,0.34242,31,464.7293091,-3.032662,-1.753544,-1.101046,2.612023,-0.93737,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
AMQJEAYHLZJPGS-UHFFFAOYSA-N,pentan-1-ol,OCCCCC,NA,-0.6,M,NA,88.1492,-78.45,-0.111317022,-0.117069425,-0.005752403,0.003464,-0.002707,-0.006171,1.954,2.3309,146.354,-0.38196,0.41663,0.09736,0.40688,18,295.1443176,-0.602965,-1.24385,-0.602965,0.32427,-0.602965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMRQXHFXNZFDCH-UHFFFAOYSA-N,[1-(ethylamino)-1-oxopropan-2-yl] N-phenylcarbamate,O=C(OC(C(=O)NCC)C)Nc1ccccc1,NA,-1.83,L,NA,236.27,119,-0.191397729,-0.205243061,-0.013845333,0.00771,-0.008472,-0.016182,2.6419,3.9746,257.646,-0.33817,0.3114,-0.00787,0.36309,33,484.2912598,-1.6876,-0.363101,-0.618663,0.716267,-2.612456,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ANJTVLIZGCUXLD-UHFFFAOYSA-N,"7,11-Diazatricyclo[7.3.1.0~2,7~]trideca-2,4-dien-6-one",O=c1n2c(ccc1)C1CNCC(C2)C1,NA,0.36,N,NA,190.2444,155,-4.40E-02,-5.87E-02,-0.0147135,0.143707,0.127999,-0.015708,4.9283,7.0761,200.074,-0.32486,0.31268,-0.00659,0.34978,28,374.1888123,-0.658664,-0.926452,-0.658664,0.624941,-1.395872,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
APSMUYYLXZULMS-UHFFFAOYSA-N,2-bromonaphthalene,Brc1cc2c(cc1)cccc2,NA,-4.4,I,NA,207.0693,54,6.71E-02,6.28E-02,-0.004311345,0.161853,0.157038,-0.004815,2.1544,2.7774,142.03,-0.3357,0.29132,-0.02795,0.36062,18,341.6062927,0,-1.0577,-0.181784,0.179733,-0.116616,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
APTGDJCKNMNFID-UHFFFAOYSA-N,"5-hydroxy-7,7-dioxo-5,6-dihydro-4H-thieno[2,3-b]thiopyran-2-sulfonamide",S(=O)(=O)(N)c1sc2S(=O)(=O)CC(O)Cc2c1,NA,-1.539,L,NA,283.3318,174,-0.280834036,-0.316433112,-0.035599076,-0.168315,-0.206071,-0.037756,3.0228,7.7151,187.896,-0.3557,0.25534,-0.06393,0.38062,25,433.933136,-4.611058,-2.499413,-1.014343,2.618021,0.364701,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0
AQCHWTWZEMGIFD-UHFFFAOYSA-N,"7-chloro-2-methyl-3-(2-methylphenyl)-4-oxo-1,2-dihydroquinazoline-6-sulfonamide",Clc1c(S(=O)(=O)N)cc2C(=O)N(c3c(C)cccc3)C(C)Nc2c1,NA,-3.78,J,NA,365.8337,256,-0.130015379,-0.163191594,-0.033176214,0.097862,0.063173,-0.034689,9.6007,15.4573,255.574,-0.34256,0.28665,-0.03262,0.36748,40,561.7396851,-2.629031,-1.249345,-1.013355,2.604816,-1.926717,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1
AQIXAKUUQRKLND-UHFFFAOYSA-N,1-cyano-2-methyl-3-[2-[(5-methyl-1H-imidazol-4-yl)methylsulfanyl]ethyl]guanidine,S(CCN/C(=N/C)/NC#N)Cc1c(C)[nH]cn1,NA,-1.40229,L,NA,252.3366,141.5,0.123365608,9.06E-02,-0.032798978,0.311317,0.285392,-0.025925,4.7442,8.469,303.833,-0.31851,0.32779,0.00852,0.34343,33,493.0341187,0,-0.764845,-0.474432,0.449045,-2.419265,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0
AQIXEPGDORPWBJ-UHFFFAOYSA-N,pentan-3-ol,OC(CC)CC,NA,-0.24,M,NA,88.1492,-69.075,-0.116758385,-0.122649888,-0.005891503,-0.002316,-0.009151,-0.006835,1.9777,2.407,173.412,-0.37671,0.4276,0.10833,0.40163,18,286.6114197,-0.625408,-1.334346,-0.625408,0.323815,-0.625408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCGXLSVLAOJQL-UHFFFAOYSA-N,"benzene-1,2,4-tricarboxylic acid",O=C(O)c1c(C(=O)O)ccc(C(=O)O)c1,NA,-0.397,M,NA,210.1428,231,-0.345064175,-0.374303469,-0.029239295,-0.25762,-0.287162,-0.029542,4.7834,9.7093,139.914,-0.42197,0.23799,-0.08128,0.44689,21,379.7268066,-3.048884,1.359245,-0.528327,0.673685,-3.048884,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ARGDYOIRHYLIMT-UHFFFAOYSA-N,"N,N-dichloro-4-methylbenzenesulfonamide",ClN(Cl)S(=O)(=O)c1ccc(C)cc1,NA,-3.509,J,NA,240.1038,82,-2.32E-02,-4.16E-02,-0.018390135,0.057663,0.041121,-0.016542,6.4002,8.5806,164.75,-0.35367,0.26509,-0.05418,0.37859,20,392.7377625,-1.867379,-1.385071,-0.93397,2.52087,0.131961,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
ARSRBNBHOADGJU-UHFFFAOYSA-N,"7,12-dimethylbenzo[a]anthracene",Cc1c2c(c(C)c3c1cccc3)ccc1c2cccc1,NA,-7.020001,F,NA,256.3464,122.5,0.102738528,9.54E-02,-0.007333431,0.337238,0.329127,-0.008111,0.424,0.6284,250.075,-0.29538,0.29275,-0.02652,0.3203,36,470.5073547,0,-2.643984,-0.497337,0.176329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ATROHALUCMTWTB-UHFFFAOYSA-N,N-diethoxyphosphinothioyloxybenzenecarboximidoyl cyanide,S=P(ON=C(C#N)c1ccccc1)(OCC)OCC,NA,-4.86,I,NA,298.2959,6.1,-0.175805099,-0.190306523,-0.014501423,0.004832,-0.011307,-0.016139,2.3443,2.8538,273.828,-0.35615,0.28217,-0.0371,0.38107,34,561.7147217,-1.619749,-1.337204,-0.839954,1.630821,-1.108656,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
AUKRYONWZHRJRE-UHFFFAOYSA-N,anthracen-9-ol,Oc1c2c(cc3c1cccc3)cccc2,NA,-4.73,I,NA,194.2324,152,2.62E-02,1.87E-02,-0.007428141,0.174932,0.166907,-0.008025,1.2584,1.8025,222.914,-0.29864,0.28525,-0.03402,0.32356,25,381.9887085,-0.473193,-1.333827,-0.473193,0.349633,-0.473193,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AUNGANRZJHBGPY-UHFFFAOYSA-N,"7,8-dimethyl-10-(2,3,4,5-tetrahydroxypentyl)benzo[g]pteridine-2,4-dione",O=c1nc2n(CC(O)C(O)C(O)CO)c3c(nc2c(=O)[nH]1)cc(C)c(C)c3,NA,-3.68,J,NA,376.3682,290,-0.34488101,-0.371422284,-0.026541274,-0.06632,-0.095909,-0.029589,8.4191,12.2504,338.766,-0.34907,0.24206,-0.07721,0.37399,47,578.9863892,-3.387964,0.506427,-0.645078,0.749524,-4.897133,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
AVQQQNCBBIEMEU-UHFFFAOYSA-N,"1,1,3,3-tetramethylurea",O=C(N(C)C)N(C)C,NA,0.94,N,NA,116.1626,-1,-7.13E-02,-8.39E-02,-0.012603699,0.049339,0.037376,-0.011963,3.2233,4.7581,175.319,-0.33908,0.35549,0.03622,0.364,20,311.4584351,-0.669725,-0.573416,-0.669725,0.648308,-1.360544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVZVLGDSSQKRGL-UHFFFAOYSA-N,(2-morpholin-4-yl-2-oxoethyl) benzoate,O=C(COC(=O)c1ccccc1)N1CCOCC1,NA,-1.773,L,NA,249.2658,103.5,-0.221591759,-0.23717907,-0.01558731,-0.021084,-0.035808,-0.014724,3.2182,4.2277,264.738,-0.34594,0.28327,-0.036,0.37086,33,463.5548096,-2.093375,-0.051199,-0.626402,0.655634,-2.437523,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AWMVMTVKBNGEAK-UHFFFAOYSA-N,2-phenyloxirane,c1(C2OC2)ccccc1,NA,-1.6,L,NA,120.1506,-37,2.28E-02,1.71E-02,-0.005712595,0.118899,0.11213,-0.006769,2.1607,2.8094,153.969,-0.35326,0.32146,0.00219,0.37818,17,306.0331116,-0.458967,-0.832576,-0.458967,0.166594,-0.458967,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AXGUBXVWZBFQGA-UHFFFAOYSA-N,"propan-2-yl 2,2-bis(4-chlorophenyl)-2-hydroxyacetate",Clc1ccc(C(O)(C(=O)OC(C)C)c2ccc(Cl)cc2)cc1,NA,-4.53,I,NA,339.2176,73,-0.180262603,-0.190342548,-0.010079945,0.034677,0.023048,-0.011629,3.2102,4.0232,312.605,-0.35095,0.29913,-0.02014,0.37587,38,548.0084229,-1.592019,-1.201463,-0.563134,0.572705,-1.795309,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AYFVYJQAPQTCCC-UHFFFAOYSA-N,2-amino-3-hydroxybutanoic acid,O=C(O)C(N)C(O)C,NA,-0.09,M,NA,119.12,244,-0.230105847,-0.247098049,-0.016992202,-0.139578,-0.15719,-0.017612,4.7396,6.11,132.977,-0.37136,0.33649,0.01722,0.39628,17,283.8422241,-1.70388,0.093764,-0.590371,0.624019,-2.203321,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACHBFVBHLGWSL-UHFFFAOYSA-N,"methyl 2-[4-(2,4-dichlorophenoxy)phenoxy]propanoate",Clc1c(Oc2ccc(OC(C(=O)OC)C)cc2)ccc(Cl)c1,NA,-3.82,J,NA,341.1902,40,-0.203067224,-0.215966382,-0.012899158,-0.011856,-0.025687,-0.013831,3.7635,4.5699,299.766,-0.33046,0.3003,-0.01897,0.35538,36,579.5785522,-1.728971,-0.676452,-0.53073,0.570909,-1.851971,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl prop-2-enoate,O=C(OC)C=C,NA,-0.22,M,NA,86.0902,-75,-0.110826295,-0.118288073,-0.007461778,-0.054123,-0.062251,-0.008128,2.505,3.4733,103.42,-0.40333,0.30591,-0.01336,0.42825,12,255.9093781,-1.025053,0.027773,-0.588104,0.662265,-1.025053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBEAQIROQSPTKN-UHFFFAOYSA-N,pyrene,c12c3c4ccc1cccc2ccc3ccc4,NA,-6.172998,G,NA,202.255,150,9.90E-02,9.37E-02,-0.005322349,0.259516,0.254939,-0.004577,0,0,194.844,-0.3067,0.28245,-0.03682,0.33162,26,387.4620361,0,-1.63046,-0.181319,0.164369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BBXXLROWFHWFQY-UHFFFAOYSA-N,5-butyl-2-(ethylamino)-6-methyl-1H-pyrimidin-4-one,O=c1c(CCCC)c(C)nc(NCC)[nH]1,NA,-3.02497,J,NA,209.2906,160,-8.81E-02,-0.10572528,-0.017636943,0.13215,0.114764,-0.017386,5.0615,7.2563,292.556,-0.32176,0.31785,-0.00142,0.34668,34,474.6911621,-0.630909,-1.042563,-0.630909,0.674011,-2.205073,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
BCCOBQSFUDVTJQ-UHFFFAOYSA-N,"1,1,2,2,3,3,4,4-octafluorocyclobutane",FC1(F)C(F)(F)C(F)(F)C1(F)F,NA,-3.92,J,NA,200.0312,-41.4,-0.605852488,-0.606828371,-0.000975883,-0.595777,-0.596315,-0.000538,0,0,35.687,-0.47948,0.32124,0.00197,0.5044,12,280.1800842,0,0.824244,-0.103038,0.206061,-0.824244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BCMCBBGGLRIHSE-UHFFFAOYSA-N,"1,3-benzoxazole",o1c2c(nc1)cccc2,NA,-1.16,L,NA,119.1226,29.5,2.68E-02,2.00E-02,-0.006773608,0.095027,0.087858,-0.007169,1.6284,2.2101,117.69,-0.35523,0.29489,-0.02438,0.38015,14,279.6166992,-0.293936,-0.246886,-0.3681,0.21474,-0.662036,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
BFCFYVKQTRLZHA-UHFFFAOYSA-N,1-chloro-2-nitrobenzene,Clc1c([N+](=O)[O-])cccc1,NA,-2.55,K,NA,157.5561,32.5,2.07E-02,1.01E-02,-0.010552134,0.075058,0.063815,-0.011243,5.6247,7.5352,96.805,-0.3771,0.26309,-0.05618,0.40202,14,301.0762329,-1.007605,-0.557751,-0.509298,0.868459,-0.17499,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
BFPYWIDHMRZLRN-UHFFFAOYSA-N,"17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol",Oc1cc2c(cc1)C1C(C3C(C)(C(O)(C#C)CC3)CC1)CC2,NA,-4.3,I,NA,296.4084,182.5,-7.20E-02,-8.34E-02,-0.0114644,0.248266,0.235009,-0.013257,3.6884,4.7218,350.312,-0.31816,0.33057,0.0113,0.34308,46,512.3088989,-1.111302,-2.919959,-0.600969,0.356051,-1.111302,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BGHCVCJVXZWKCC-UHFFFAOYSA-N,tetradecane,C(CCCCCCC)CCCCCC,NA,-7.959992,F,NA,198.391,5.8,-0.12083284,-0.122832676,-0.001999836,0.209166,0.204998,-0.004168,0,0,367.748,-0.39528,0.46349,0.14422,0.4202,44,561.2732544,0,-4.06412,-0.470346,0.149004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BGNCCUHEGHNNAP-UHFFFAOYSA-N,"4,7,7-trioxo-5,6-dihydrothieno[2,3-b]thiopyran-2-sulfonamide",S(=O)(=O)(N)c1sc2S(=O)(=O)CCC(=O)c2c1,NA,-3.018,J,NA,281.316,242.5,-0.244405277,-0.287853318,-0.043448041,-0.151556,-0.194959,-0.043403,2.7238,3.3219,144.043,-0.37217,0.2433,-0.07597,0.39709,23,422.1975708,-4.54602,-2.297564,-1.00598,2.64654,0.666668,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0
BKIMMITUMNQMOS-UHFFFAOYSA-N,nonane,C(CCCC)CCCC,NA,-5.88,H,NA,128.257,-53,-8.11E-02,-8.25E-02,-0.001357165,0.129527,0.126905,-0.002622,0.0676,0.0633,253.251,-0.40182,0.46582,0.14655,0.42674,29,403.9915161,0,-2.730981,-0.470345,0.149003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMLIZLVNXIYGCK-UHFFFAOYSA-N,"3-(4-chlorophenyl)-1,1-dimethylurea",Clc1ccc(NC(=O)N(C)C)cc1,NA,-2.91256,K,NA,198.6517,173,-4.76E-02,-6.09E-02,-0.013258588,0.085433,0.07068,-0.014753,5.7474,7.8291,198.939,-0.32225,0.31372,-0.00555,0.34717,24,399.6930847,-0.640745,-0.447326,-0.640745,0.677505,-1.583656,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
BNUHAJGCKIQFGE-UHFFFAOYSA-N,1-methoxy-4-nitrobenzene,O=[N+]([O-])c1ccc(OC)cc1,NA,-2.41,K,NA,153.1372,52,-3.90E-02,-5.13E-02,-0.012293483,0.050821,0.03767,-0.013151,6.9188,9.1186,125.887,-0.36158,0.27604,-0.04323,0.3865,18,327.5036621,-1.427453,-0.696091,-0.537444,0.882615,-0.544838,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
BOCJQSFSGAZAPQ-UHFFFAOYSA-N,"1-chloroanthracene-9,10-dione",Clc1c2C(=O)c3c(C(=O)c2ccc1)cccc3,NA,-5.54,H,NA,242.6611,160,-2.68E-02,-3.67E-02,-0.009975209,0.096244,0.085537,-0.010707,1.4194,2.1255,159.993,-0.36431,0.25251,-0.06676,0.38923,24,403.4394531,-1.019354,-0.161166,-0.510646,0.562805,-1.075774,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BOJWTAQWPVBIPG-UHFFFAOYSA-N,4-Fluoro-3-nitrobenzoic acid,Fc1c([N+](=O)[O-])cc(C(=O)O)cc1,NA,-1.579,L,NA,185.1113,123.5,-0.16705329,-0.18623348,-0.01918019,-0.10399,-0.123827,-0.019837,3.3663,5.0321,100.605,-0.41748,0.24204,-0.07723,0.4424,17,339.1980896,-2.017881,0.283469,-0.52113,0.894945,-1.2364,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
BRBKOPJOKNSWSG-UHFFFAOYSA-N,2-(4-aminophenyl)sulfonylguanidine,S(=O)(=O)(N=C(N)N)c1ccc(N)cc1,NA,-1.98497,L,NA,214.2416,191.5,-7.73E-02,-0.107904601,-0.030609418,0.047464,0.014445,-0.033019,6.0138,10.4545,201.826,-0.33241,0.31408,-0.00519,0.35733,24,405.6265259,-2.076724,-0.315426,-1.058827,2.606733,-2.061102,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
BRLQWZUYTZBJKN-UHFFFAOYSA-N,2-(chloromethyl)oxirane,ClCC1OC1,NA,-0.15,M,NA,92.5249,-57,-3.85E-02,-4.45E-02,-0.006005152,0.001653,-0.004587,-0.00624,0.5581,0.6666,95.916,-0.38849,0.32978,0.01051,0.41341,10,241.8283691,-0.447149,-0.277007,-0.447149,0.187691,-0.603816,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BRPOVUNVTUCYNN-UHFFFAOYSA-N,7-(3-amino-2-ethylazetidin-1-yl)-1-cyclopropyl-6-fluoro-4-oxoquinoline-3-carboxylic acid,Fc1c(N2C(CC)C(N)C2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,NA,-3.912,J,NA,345.3727,236.5,-0.181441821,-0.211162548,-0.029720727,0.099154,0.067391,-0.031763,12.5552,19.3283,327.568,-0.33439,0.28268,-0.03659,0.35931,45,568.1159058,-1.863242,-0.729258,-0.65725,0.762485,-3.047332,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
BRUZQRBVNRKLJG-UHFFFAOYSA-N,2-methylpropyl carbamate,O=C(OCC(C)C)N,NA,-0.3,M,NA,117.1474,67,-0.177020308,-0.187606663,-0.010586356,-0.065585,-0.076819,-0.011234,2.2585,3.0968,141.302,-0.3928,0.35127,0.032,0.41772,19,310.2206116,-1.099142,-0.325031,-0.627101,0.716897,-1.643843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTANRVKWQNVYAZ-UHFFFAOYSA-N,butan-2-ol,OC(CC)C,NA,0.43,N,NA,74.1224,-115,-0.110485823,-0.118828737,-0.008342914,-0.019793,-0.028118,-0.008325,2.0974,2.5254,132.663,-0.37768,0.42666,0.10739,0.4026,15,256.7922668,-0.619863,-1.100737,-0.619863,0.326238,-0.619863,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTJIUGUIPKRLHP-UHFFFAOYSA-N,4-nitrophenol,O=[N+]([O-])c1ccc(O)cc1,NA,-0.74,M,NA,139.1104,112.5,-4.43E-02,-5.74E-02,-0.013129772,0.021675,0.007363,-0.014312,5.6949,7.8572,114.605,-0.37214,0.27033,-0.04894,0.39706,15,296.326355,-1.514926,-0.4807,-0.533125,0.881089,-0.633837,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
BUNFNRVLMKHKIT-UHFFFAOYSA-N,N-(2-nitrophenyl)acetamide,O=[N+]([O-])c1c(NC(=O)C)cccc1,NA,-1.91,L,NA,180.1628,92,-5.76E-02,-7.00E-02,-0.01243514,0.049932,0.035865,-0.014067,2.1221,2.6572,161.016,-0.35316,0.26574,-0.05353,0.37808,21,360.8951721,-1.633357,-0.455592,-0.62808,0.887261,-1.259209,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
BWXSXZAIQQSFPW-UHFFFAOYSA-N,"3,3-diethyl-6-nitro-2-benzofuran-1-one",O=[N+]([O-])c1cc2C(=O)OC(CC)(CC)c2cc1,NA,-3.656,J,NA,235.239,103.5,-0.123026799,-0.140349424,-0.017322625,0.051589,0.032812,-0.018777,6.6947,9.0844,239.64,-0.404,0.25204,-0.06723,0.42892,30,429.2683105,-2.009195,-1.051056,-0.520747,0.864628,-1.144567,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
